product_sku|name|price|detail_text|level_1|level_2|level_3
055031|Набор Stayer Вестан валик+ ванночка 240мм 0540-24|191.00|Малярный набор из малярного валика и пластмассовой ванночки. В данном наборе валик используется для работы с водоэмульсионными, акриловыми и латексными красками, а ванночка – для забора и равномерного распределения ЛКМ по поверхности валика.|Краски|Инструмент малярный|Валики и шубы
007999|Набор Stayer Поролон валик 180мм + ванночка 2-05438-18|134.00|Малярный набор из малярного валика и пластмассовой ванночки. В данном наборе валик используется для работы с алкидными, уретано-алкидными и масляными красками, а ванночка – для забора и равномерного распределения ЛКМ по поверхности валика.|Краски|Инструмент малярный|Валики и шубы
108627|Набор Stayer Поролон валик 240мм + ванночка 2-05438-24|201.00|Малярный набор из малярного валика и пластмассовой ванночки. В данном наборе валик используется для работы с алкидными, уретано-алкидными и масляными красками, а ванночка – для забора и равномерного распределения ЛКМ по поверхности валика.|Краски|Инструмент малярный|Валики и шубы
428793|Валик игольчатый 240мм для наливных полов 0306990|581.00|Предназначен для прокатки слоев материалов наливных полимерных полов с целью удаления пузырьков воздуха из нанесенного покрытия, а также уплотнения материала и выравнивания поверхности.|Краски|Инструмент малярный|Валики и шубы
117052|Валик игольчатый 400мм по бетону 81107                                                              |535.00|Предназначен для изготовления бетонных полов, предотвращения появления и удаления воздушных пузырей, а также для выравнивания поверхностного слоя.|Краски|Инструмент малярный|Валики и шубы
098629|Ванночка STAYER 120*200мм 0605-20-12|19.00|Предназначена для забора и равномерного распределения ЛКМ по поверхности валика.|Краски|Инструмент малярный|Ванночки для валиков
073400|Ванночка STAYER 150*290мм 0605-29-15|41.00|Предназначена для забора и равномерного распределения ЛКМ по поверхности валика.|Краски|Инструмент малярный|Ванночки для валиков
000906|Ванночка STAYER 270*290мм 0605-29-27|75.00|Предназначена для забора и равномерного распределения ЛКМ по поверхности валика.|Краски|Инструмент малярный|Ванночки для валиков
001046|Ванночка STAYER 330*350мм 0605-33-35|114.00|Предназначена для забора и равномерного распределения ЛКМ по поверхности валика.|Краски|Инструмент малярный|Ванночки для валиков
004603|Кисть круглая №06 D 30мм 0100106|48.00|Предназначена для окраски дверей, четвертей окон и П-образных профилей. Не очень удобна при окраске труб и прочих круглых или овальных в сечении предметов. «Забирает» большое количество краски.|Краски|Инструмент малярный|Кисти малярные
004605|Кисть круглая №10 D 40мм 0100110|85.00|Предназначена для окраски дверей, четвертей окон и П-образных профилей. Не очень удобна при окраске труб и прочих круглых или овальных в сечении предметов. «Забирает» большое количество краски.|Краски|Инструмент малярный|Кисти малярные
032137|Кисть макловица 140*50мм КМА-0  0106201|91.00|Предназначена для окрашивания или для предварительной обработки (нанесение грунтовки, пропитывающих средств, клея) на больших поверхностях. Это могут быть как потолки, так полы и стены.|Отделка стен и потолков|Отделка стен|Инструмент для обоев
032139|Кисть макловица 170*70мм КМА-2  0106203|161.00|Предназначена для окрашивания или для предварительной обработки (нанесение грунтовки, пропитывающих средств, клея) на больших поверхностях. Это могут быть как потолки, так полы и стены.|Краски|Инструмент малярный|Кисти малярные
004328|Кисть макловица мини 100мм  0106110|147.00|Предназначена для окрашивания или для предварительной обработки (нанесение грунтовки, пропитывающих средств, клея) на больших поверхностях. Это могут быть как потолки, так полы и стены.|Краски|Инструмент малярный|Кисти малярные
004329|Кисть макловица мини 120мм  0106112|172.00|Предназначена для окрашивания или для предварительной обработки (нанесение грунтовки, пропитывающих средств, клея) на больших поверхностях. Это могут быть как потолки, так полы и стены.|Краски|Инструмент малярный|Кисти малярные
004330|Кисть макловица мини 140мм  0106114|251.00|Предназначена для окрашивания или для предварительной обработки (нанесение грунтовки, пропитывающих средств, клея) на больших поверхностях. Это могут быть как потолки, так полы и стены.|Краски|Инструмент малярный|Кисти малярные
010470|"Кисть плоская   3/4"" белый 480  0101000"|7.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
002719|"Кисть плоская  1"" белый 1200  0101010"|31.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
005900|"Кисть плоская  2"" белый 576 0101020"|58.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
011539|"Кисть плоская  2,5"" белый 480  0101025"|69.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
012858|"Кисть плоская  3"" белый 360  0101030"|97.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
011540|"Кисть плоская  4"" белый 240  0101040"|138.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
055040|Кисть плоская Зубр КП-11 натур. щетина  20мм 4-01011-020|13.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
055041|Кисть плоская Зубр КП-11 натур. щетина  25мм 4-01011-025|16.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
055042|Кисть плоская Зубр КП-11 натур. щетина  38мм 4-01011-038|21.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
055043|Кисть плоская Зубр КП-11 натур. щетина  50мм 4-01011-050|26.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
055044|Кисть плоская Зубр КП-11 натур. щетина  63мм 4-01011-063|31.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
055045|Кисть плоская Зубр КП-11 натур. щетина  75мм 4-01011-075|46.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
055046|Кисть плоская Зубр КП-11 натур. щетина 100мм 4-01011-100|59.00|Предназначена для глазурирования и лакировки больших деревянных площадей (мебель, двери и т.д.). Используется при нанесении водоэмульсионных красок и лаков.|Краски|Инструмент малярный|Кисти малярные
000241|"Кисть радиаторная  1""  0102110"|48.00|Предназначена для окраски радиаторов и подобных им труднодоступных поверхностей, конструкций состоящих из секций.|Краски|Инструмент малярный|Кисти малярные
000242|"Кисть радиаторная  1,5""  0102115"|71.00|Предназначена для окраски радиаторов и подобных им труднодоступных поверхностей, конструкций состоящих из секций.|Краски|Инструмент малярный|Кисти малярные
001557|"Кисть радиаторная  2""  0102120"|92.00|Предназначена для окраски радиаторов и подобных им труднодоступных поверхностей, конструкций состоящих из секций.|Краски|Инструмент малярный|Кисти малярные
000601|"Кисть радиаторная  2,5""  0102125"|121.00|Предназначена для окраски радиаторов и подобных им труднодоступных поверхностей, конструкций состоящих из секций.|Краски|Инструмент малярный|Кисти малярные
000600|"Кисть радиаторная  3""  0102130"|130.00|Предназначена для окраски радиаторов и подобных им труднодоступных поверхностей, конструкций состоящих из секций.|Краски|Инструмент малярный|Кисти малярные
008787|"Кисть радиаторная  4""  0102140"|178.00|Предназначена для окраски радиаторов и подобных им труднодоступных поверхностей, конструкций состоящих из секций.|Краски|Инструмент малярный|Кисти малярные
053414|"Кисть флейц 1,5"" 35*9мм                                                                             "|13.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
053415|"Кисть флейц 4"" 100*10мм                                                                             "|50.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
178185|Кисть флейцев. Вятка натур. щетина  20мм 0100-020-z01|9.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
178191|Кисть флейцев. Вятка натур. щетина  25мм 0100-025-z01|10.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
178194|Кисть флейцев. Вятка натур. щетина  38мм 0100-038-z01|13.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
178198|Кисть флейцев. Вятка натур. щетина  50мм 0100-050-z01|17.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
178200|Кисть флейцев. Вятка натур. щетина  63мм 0100-063-z01|21.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
178202|Кисть флейцев. Вятка натур. щетина  75мм 0100-075-z01|24.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
178205|Кисть флейцев. Вятка натур. щетина 100мм 0100-100-z01|32.00|Предназначена для большинства типов поверхностей. Убирает нежелательные следы, оставленные маховой и другими кистями, также может выступать и как самостоятельный инструмент, окрашивающий любой вид лакокрасочных материалов.|Краски|Инструмент малярный|Кисти малярные
400908|Миксер Stayer Profi оцинкованный, для красок 100*600мм 0603-10-60                                   |181.00|Предназначен для повышения производительности и достижения необходимого качества готового состава.|Краски|Инструмент малярный|Миксеры
400906|Миксер Stayer Profi оцинкованный, для красок 60*400мм 0603-06-40                                    |105.00|Предназначен для повышения производительности и достижения необходимого качества готового состава.|Краски|Инструмент малярный|Миксеры
400907|Миксер Stayer Profi оцинкованный, для красок 80*400мм 0603-08-40                                    |113.00|Предназначен для повышения производительности и достижения необходимого качества готового состава.|Краски|Инструмент малярный|Миксеры
424115|Миксер для смесей 100*600 оцинкованный 0803001|173.00|Предназначен для повышения производительности и достижения необходимого качества готового состава.|Краски|Инструмент малярный|Миксеры
424114|Миксер для смесей 80*400 оцинкованный 0803000|236.00|Предназначен для повышения производительности и достижения необходимого качества готового состава.|Краски|Инструмент малярный|Миксеры
144746|Диск алмазный 230мм*22,2мм турбо Зубр 36652-230|855.00|"Применяется в УШМ для быстрой и качественной сухой резки  природного камня, бетона, кирпича и других строительных материалов.
"|Инструменты|Расходные материалы|Диски отрезные
140591|Бур по бетону SDS+ 6,0*100 Bosch 2.608.585.617                                                      |107.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
199611|Бур по бетону SDS+ 6,0*110мм Matrix 71003|69.00|Твердосплавная пластина марки ВК8 имеет специальную заточку. Рассчитана на ударное сверление. Инструмент изготовлен из стали марки 40Х. Бур с двухзаходной усиленной спиралью позволяет улучшить удаление продуктов сверления и уменьшает нагрузку на перфоратор. Корпус бура имеет увеличенную площадь сечения, что уменьшает амплитуду его вибраций. При работе с бурами длиной более 400 мм необходимо дополнительное засверливание более коротким буром. Хвостовик необходимо смазывать.|Инструменты|Расходные материалы|Сверла и буры
141129|Бур по бетону SDS+ 6,0*110мм PROJAHN 8306110                                                        |76.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
145729|Бур по бетону SDS+ 6,0*160мм PROJAHN 8306160                                                        |84.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
191430|Бур по бетону SDS+ 6,0*210мм Hagwert 562007|102.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
199615|Бур по бетону SDS+ 6,0*210мм Matrix 71026|110.00|Твердосплавная пластина марки ВК8 имеет специальную заточку. Рассчитана на ударное сверление. Инструмент изготовлен из стали марки 40Х. Бур с двухзаходной усиленной спиралью позволяет улучшить удаление продуктов сверления и уменьшает нагрузку на перфоратор. Корпус бура имеет увеличенную площадь сечения, что уменьшает амплитуду его вибраций. При работе с бурами длиной более 400 мм необходимо дополнительное засверливание более коротким буром. Хвостовик необходимо смазывать.|Инструменты|Расходные материалы|Сверла и буры
141130|Бур по бетону SDS+ 6,0*210мм PROJAHN 8306210                                                        |125.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
140590|Бур по бетону SDS+ 6,0*50 Bosch 2.608.585.616                                                       |93.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
024437|Сверло SDS-PLUS 6*50 Bosch 1.618.596.166                                                            |94.00|Идеально подходит для сверления кирпичной кладки, а также армированного и неармированного бетона.4-х спиральный.Центрирующее острие из твердого сплава.|Инструменты|Расходные материалы|Сверла и буры
187014|Бур по бетону SDS+ 8,0*110мм Hagwert 562008|98.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
199612|Бур по бетону SDS+ 8,0*110мм Matrix 71005|68.00|Твердосплавная пластина марки ВК8 имеет специальную заточку. Рассчитана на ударное сверление. Инструмент изготовлен из стали марки 40Х. Бур с двухзаходной усиленной спиралью позволяет улучшить удаление продуктов сверления и уменьшает нагрузку на перфоратор. Корпус бура имеет увеличенную площадь сечения, что уменьшает амплитуду его вибраций. При работе с бурами длиной более 400 мм необходимо дополнительное засверливание более коротким буром. Хвостовик необходимо смазывать.|Инструменты|Расходные материалы|Сверла и буры
141132|Бур по бетону SDS+ 8,0*110мм PROJAHN 8308110                                                        |90.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
189412|Бур по бетону SDS+ 8,0*160мм Hagwert 562009|107.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
010694|Бур по бетону SDS+ 8,0*160мм Matrix 71018|86.00|Твердосплавная пластина марки ВК8 имеет специальную заточку. Рассчитана на ударное сверление. Инструмент изготовлен из стали марки 40Х. Бур с двухзаходной усиленной спиралью позволяет улучшить удаление продуктов сверления и уменьшает нагрузку на перфоратор. Корпус бура имеет увеличенную площадь сечения, что уменьшает амплитуду его вибраций. При работе с бурами длиной более 400 мм необходимо дополнительное засверливание более коротким буром. Хвостовик необходимо смазывать.|Инструменты|Расходные материалы|Сверла и буры
145734|Бур по бетону SDS+ 8,0*160мм PROJAHN 8308160|114.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
185476|Бур по бетону SDS+ 8,0*210мм Hagwert 562010|127.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
199616|Бур по бетону SDS+ 8,0*210мм Matrix 71027|86.00|Твердосплавная пластина марки ВК8 имеет специальную заточку. Рассчитана на ударное сверление. Инструмент изготовлен из стали марки 40Х. Бур с двухзаходной усиленной спиралью позволяет улучшить удаление продуктов сверления и уменьшает нагрузку на перфоратор. Корпус бура имеет увеличенную площадь сечения, что уменьшает амплитуду его вибраций. При работе с бурами длиной более 400 мм необходимо дополнительное засверливание более коротким буром. Хвостовик необходимо смазывать.|Инструменты|Расходные материалы|Сверла и буры
141133|Бур по бетону SDS+ 8,0*210мм PROJAHN 8308210                                                        |127.00|""|Инструменты|Расходные материалы|Сверла и буры
141134|Бур по бетону SDS+ 8,0*400мм PROJAHN 8308400                                                        |269.00|Предназначен для сверления с ударом отверстий в природном камне, бетоне, кирпиче и других строительных материалах.|Инструменты|Расходные материалы|Сверла и буры
024439|Сверло SDS-PLUS 8*50 Bosch 172|59.00|Идеально подходит для сверления кирпичной кладки, а также армированного и неармированного бетона.4-х спиральный.Центрирующее острие из твердого сплава.|Инструменты|Расходные материалы|Сверла и буры
024441|Сверло SDS-PLUS 10*50 Bosch 1.618.596.176|89.00|Идеально подходит для сверления кирпичной кладки, а также армированного и неармированного бетона.4-х спиральный.Центрирующее острие из твердого сплава.|Инструменты|Расходные материалы|Сверла и буры
433562|Гвоздодер 600мм шестигранный Vira 901006|318.00|Служит для демонтажа гвоздей с максимальным усилием.|Инструменты|Столярный, слесарный инструмент|Гвоздодеры
427075|Кирка  500гр с фиберглассовой ручкой, две плоскости Matrix 21826                                    |241.00|"Используется для колки природного камня, льда и других твердых материалов.
"|Инструменты|Столярный, слесарный инструмент|Топоры и колуны
007192|Киянка резиновая 680г с деревянной ручкой 888 арт.6821900|138.00|Предназначена для работ при монтаже, демонтаже металлоконструкций, для укладки кирпича, изделий из ячеистого бетона, тротуарной плитки, природного камня и других строительных материалов.|Инструменты|Столярный, слесарный инструмент|Киянки
000697|Ключ трубный рычажный прямые губки №2 /Р/ 15784|353.00|Позволяет настраивать размер захвата с увеличением площади контакта. Широко применяется в проведении сантехнических работ, работ с газовым оборудование, авторемонте.|Инструменты|Столярный, слесарный инструмент|Ключи
001836|Кувалда 3кг с фиберглассовой обрезиненной ручкой Matrix 10922|1214.00|Широко применяется в строительстве для проведения монтажных и демонтажных работ. Рабочая поверхность закалена, обрезиненная ручка прекрасно амортизирует удар.|Инструменты|Столярный, слесарный инструмент|Кувалды
187608|Молоток  300г слесарный, кованый с фиберглассовой обрезин. ручкой 20050-03|158.00|Широко применяется в строительстве для проведения монтажных и демонтажных работ. Рабочая поверхность закалена, обрезиненная ручка прекрасно амортизирует удар.|Инструменты|Столярный, слесарный инструмент|Молотки
415240|Молоток  600г слесарный с фибергассовой ручкой STAYER 20050-06|257.00|Широко применяется в строительстве для проведения монтажных и демонтажных работ. Рабочая поверхность закалена, обрезиненная ручка прекрасно амортизирует удар.|Инструменты|Столярный, слесарный инструмент|Молотки
047931|Ножницы по металлу прямой рез. 250мм 888 6242100|259.00|Предназначены для реза металла по прямой.|Инструменты|Столярный, слесарный инструмент|Ножницы
086776|Ножницы по металлу прямой рез. VIRA 850002|360.00|Предназначены для реза металла по прямой.|Инструменты|Столярный, слесарный инструмент|Ножницы
168305|Ножовка по дереву 400мм прямой крупный зуб,Зубр МАСТЕР 1525-04-40|356.00|Используется для распила заготовок из массива древесины мягких и твердых пород, ДСП как вдоль так и поперёк. Имеет повышенные антифрикционные свойства, коррозионная стойкость.|Инструменты|Столярный, слесарный инструмент|Ножовки
187452|Ножовка по дереву 450мм с закаленным зубом, STAYER МАСТЕР 1506-45 _z01-1506-45_z02|472.00|Используется для распила заготовок из массива древесины мягких и твердых пород, ДСП как вдоль так и поперёк. Имеет повышенные антифрикционные свойства, коррозионная стойкость.|Инструменты|Столярный, слесарный инструмент|Ножовки
027257|Ножовка по ламинату 500мм Bacho РС-20-LAM|738.00|Используется  для распила ламината и деревянных полов.|Инструменты|Столярный, слесарный инструмент|Ножовки
127233|Набор отверток 4шт SL,PH STAYER Techno 25081-H4|326.00|"Предназначены для проведения монтажных или де монтажных работ, требующих физических усилий. Вкручивание и выкручивание винтов, шурупов.
Производитель:Китай"|Инструменты|Столярный, слесарный инструмент|Отвертки
137968|Набор отверток 5шт STAYER Master 2513-H5|337.00|Предназначены для проведения монтажных или де монтажных работ, требующих физических усилий. Вкручивание и выкручивание винтов, шурупов, саморезов.|Инструменты|Столярный, слесарный инструмент|Отвертки
121050|Набор отверток 6шт SL,PH Master STAYER 2513-H6|393.00|"Предназначены для проведения монтажных или де монтажных работ, требующих физических усилий. Вкручивание и выкручивание винтов, шурупов.
Производитель:Китай."|Инструменты|Столярный, слесарный инструмент|Отвертки
193397|Набор отверток 7шт STAYER Master 2513-Н7|473.00|Предназначены для проведения монтажных или де монтажных работ, требующих физических усилий. Вкручивание и выкручивание винтов, шурупов, саморезов.|Инструменты|Столярный, слесарный инструмент|Отвертки
405124|Бокорезы 160мм с двухкомпонентной ручкой ТЕВТОН 22045-5-16|103.00|Служат для выполнения слесарных и монтажных работ разного вида.|Инструменты|Столярный, слесарный инструмент|Бокорезы и болторезы
009379|Бокорезы 200мм с изолированными оранжевыми ручками Matrix 17569|149.00|Служат для выполнения слесарных и монтажных работ разного вида.|Инструменты|Столярный, слесарный инструмент|Бокорезы и болторезы
012573|Степлер мебельный тип 140 комбин. регулир. STAYER 31510_z01|1172.00|Предназначен для скрепления материалов с поверхностями из дерева, ДСП, ДВП, фанеры, пластика и других строительных материалов на основе древесины.|Инструменты|Столярный, слесарный инструмент|Степлеры
161877|Плоскогубцы 200мм комбинированные Зубр 22015-1-20|290.00|Служат для выполнения слесарных и монтажных работ разного вида.|Инструменты|Столярный, слесарный инструмент|Плоскогубцы и клещи
140326|Степлер мебельный тип 53 (4-14мм) регулир. Зубр 4-31565                                             |309.00|"Предназначен для скрепления материалов с поверхностями из дерева, ДСП, ДВП, фанеры, пластика и других строительных материалов на основе древесины. 
"|Инструменты|Столярный, слесарный инструмент|Степлеры
013916|Топор  700гр с деревянной ручкой VIRA 900002|503.00|Предназначен для обработки древесины путём рубки, тески, колки.|Инструменты|Столярный, слесарный инструмент|Топоры и колуны
426398|Топор 1000гр ручка из стекловолокна+ точилка FISKARS 121444                                         |2215.00|"Предназначен для обработки древесины путём рубки, тески, колки. 
"|Инструменты|Столярный, слесарный инструмент|Топоры и колуны
407513|Бетоносмеситель Prorab ECM-63 230В, 220Вт, 63л|4704.00|Предназначен для приготовления строительных растворов, смесей из бетона.|Инструменты|Бетоносмесители|
012375|Бетоносмеситель Энтузиаст Б-180, 220В, 850Вт, 180л|14301.00|"Предназначен для приготовления строительных растворов, смесей из бетона.

Гарантийный срок: 1 год."|Инструменты|Бетоносмесители|
